-15.0161
 -12.9936
 -11.0066
 -9.0274
 -6.9910
 -5.0078
 -2.9767
 -1.0097
 14.9693
 12.9800
 10.9583
 8.9785
 6.9769
 5.0291
 2.9981
 0.9954
